"","Gene_name","Description","log2FC_post-pre","q-value"
"336","MME","Neprilysin",0.167617373473604,0.0128879655543829
"337","RCN2","Reticulocalbin-2",0.167456141548215,0.0972042304406909
"338","OPA1","Dynamin-like 120 kDa protein, mitochondrial",0.166883942830653,0.019738199970503
"339","CANX","Calnexin",0.166854055953428,0.000300527370140966
"340","GORASP2","Golgi reassembly-stacking protein 2",0.165450583115526,0.170001485737769
"341","LRRC39","Leucine-rich repeat-containing protein 39",0.164663773281051,0.264841106126281
"342","TXNDC17","Thioredoxin domain-containing protein 17",0.164574175776321,0.0337494887564905
"343","EZR","Ezrin",0.164491045600267,0.103902476061297
"344","EIF1AY","Eukaryotic translation initiation factor 1A, Y-chromosomal",0.164145489482264,0.338814570179621
"345","MRPS25","28S ribosomal protein S25, mitochondrial",0.1639584374026,0.0867124256494487
"346","TUBB4B","Tubulin beta-4B chain",0.163570797106097,0.00021906375599684
"347","AK3","GTP:AMP phosphotransferase AK3, mitochondrial",0.163504058561681,0.200069835115292
"348","ATP5MG","ATP synthase subunit g, mitochondrial",0.163475215504873,0.224000820037619
"349","TMX1","Thioredoxin-related transmembrane protein 1",0.162977280498611,0.00309626917663726
"350","VCL","Vinculin",0.162173795311631,0.010248768202969
"351","CAPG","Macrophage-capping protein",0.16162410139766,0.0598104283934212
"352","HTRA2","Serine protease HTRA2, mitochondrial",0.16148528646103,0.0248785333300736
"353","CNN3","Calponin-3",0.161284770397454,0.0267664134784751
"354","SYNPO2L","Synaptopodin 2-like protein",0.160841507075547,0.0446171566249618
"355","HOMER1","Homer protein homolog 1",0.16036424392405,0.00406326787498182
"356","LAMTOR1","Ragulator complex protein LAMTOR1",0.160034666827359,0.0120618615493101
"357","MRPS10","28S ribosomal protein S10, mitochondrial",0.159907787457771,0.161235716246768
"358","COA5","Cytochrome c oxidase assembly factor 5",0.159360280118493,0.141172640918234
"359","S100A10","Protein S100-A10",0.158652406075582,0.0657199288273155
"360","MRPL50","39S ribosomal protein L50, mitochondrial",0.158412351570879,0.125094241689378
"361","SET","Protein SET",0.157936876354706,0.236177585916269
"362","GIT2","ARF GTPase-activating protein GIT2",0.157689680103763,0.0327875495061775
"363","NHLRC2","NHL repeat-containing protein 2",0.156268368335605,0.0144968454148448
"364","PDCL3","Phosducin-like protein 3",0.156232857418757,0.195737999112987
"365","CYB5R3","NADH-cytochrome b5 reductase 3",0.155968334469796,0.00541794338897366
"366","SYNM","Synemin",0.15593114895934,0.00101541920783216
"367","LMCD1","LIM and cysteine-rich domains protein 1",0.155766589133176,0.0190513086710257
"368","PGM3","Phosphoacetylglucosamine mutase",0.155326590096195,0.105867890724395
"369","SLC16A1","Monocarboxylate transporter 1",0.155293931958788,0.0204489010965527
"370","MRPS34","28S ribosomal protein S34, mitochondrial",0.155266157478616,0.112007282650258
"371","VAPA","Vesicle-associated membrane protein-associated protein A",0.155254146688792,0.00269069252962164
"372","SPTBN1","Spectrin beta chain, non-erythrocytic 1",0.155166382037134,0.00751237365826694
"373","ARHGDIB","Rho GDP-dissociation inhibitor 2",0.154996032839691,0.0536745798272727
"374","MRPS28","28S ribosomal protein S28, mitochondrial",0.154356305744049,0.160160578188034
"375","LYPLA1","Acyl-protein thioesterase 1",0.154315672628034,0.00731972657260005
"376","HDDC2","5'-deoxynucleotidase HDDC2",0.15418646085576,0.116081098624134
"377","SNX9","Sorting nexin-9",0.153976438558731,0.0402044756314551
"378","PRDX4","Peroxiredoxin-4",0.153974347692529,0.00916113436752674
"379","UNC45B","Protein unc-45 homolog B",0.153935113618935,0.253557180316411
"380","SH3BGRL","Adapter SH3BGRL",0.153842072444721,0.13490053642164
"381","PLS3","Plastin-3",0.153416891520104,0.0573214269967759
"382","SIRT3","NAD-dependent protein deacetylase sirtuin-3, mitochondrial",0.153400092268445,0.0621373544001833
"383","OPTN","Optineurin",0.153088921336275,0.00885027963017255
"384","CLEC3B","Tetranectin",0.152806053992403,0.0629090284918786
"385","LRPPRC","Leucine-rich PPR motif-containing protein, mitochondrial",0.152758981461167,0.0109029640343207
"386","PTGR1","Prostaglandin reductase 1",0.152756642434966,0.138314919878293
"387","MTFMT","Methionyl-tRNA formyltransferase, mitochondrial",0.152714748773125,0.252856869834845
"388","MRPL53","39S ribosomal protein L53, mitochondrial",0.152677152092867,0.0972042304406909
"389","RPL12","60S ribosomal protein L12",0.152646611552621,0.280962456476621
"390","MESD","LRP chaperone MESD",0.152488333349215,0.331907868351941
"391","ACSL1","Long-chain-fatty-acid--CoA ligase 1",0.151969500313101,0.0655876787461556
"392","RPS28","40S ribosomal protein S28",0.15189055804702,0.0837135896566994
"393","MRPL38","39S ribosomal protein L38, mitochondrial",0.151743973677466,0.182539495450457
"394","FLNB","Filamin-B",0.151681973406186,0.0380568499525663
"395","CAMK2A","Calcium/calmodulin-dependent protein kinase type II subunit alpha",0.15156434447216,0.0598104283934212
"396","TIMM13","Mitochondrial import inner membrane translocase subunit Tim13",0.15089052830912,0.124007238428493
"397","ENAH","Protein enabled homolog",0.150595344126348,0.360272660047584
"398","THNSL1","Threonine synthase-like 1",0.150364693858327,0.0171430536595474
"399","FH","Fumarate hydratase, mitochondrial",0.149748808234554,0.0499298108058632
"400","GLRX5","Glutaredoxin-related protein 5, mitochondrial",0.149138329048657,0.186285801135832
"401","APMAP","Adipocyte plasma membrane-associated protein",0.149136071265346,0.058516745331684
"402","HAX1","HCLS1-associated protein X-1",0.148984236650096,0.172391928031943
"403","HOOK3","Protein Hook homolog 3",0.148775039372122,0.0881176733232572
"404","PRKAR1B","cAMP-dependent protein kinase type I-beta regulatory subunit",0.148687835936434,0.134195851276215
"405","ETF1","Eukaryotic peptide chain release factor subunit 1",0.148574131227612,0.200069835115292
"406","LDAF1","Lipid droplet assembly factor 1",0.148485200940426,0.428127235176705
"407","HIBCH","3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",0.148462095167353,0.0655876787461556
"408","EML2","Echinoderm microtubule-associated protein-like 2",0.148358329214419,0.271788128942477
"409","PMPCB","Mitochondrial-processing peptidase subunit beta",0.148338617501564,0.00541794338897366
"410","PLIN2","Perilipin-2",0.148262408258796,0.250403492051445
"411","TIMM8B","Mitochondrial import inner membrane translocase subunit Tim8 B",0.147969504744776,0.190373668428647
"412","PMPCA","Mitochondrial-processing peptidase subunit alpha",0.14785725121188,0.00574635712573804
"413","LSM14B","Protein LSM14 homolog B",0.147779724124687,0.134538750041549
"414","SUPV3L1","ATP-dependent RNA helicase SUPV3L1, mitochondrial",0.147732165075555,0.133999473367512
"415","CLTC","Clathrin heavy chain 1",0.147649491099694,0.000346938954056748
"416","MEAK7","MTOR-associated protein MEAK7",0.147627099658797,0.137688980183908
"417","TMUB1","Transmembrane and ubiquitin-like domain-containing protein 1",0.147581214676622,0.154507498685265
"418","LMOD3","Leiomodin-3",0.147574557150163,0.0167831710292838
"419","FARSB","Phenylalanine--tRNA ligase beta subunit",0.147565216893657,0.00159570064368429
"420","CARD19","Caspase recruitment domain-containing protein 19",0.147504996356652,0.0139555383906057
"421","TOMM70","Mitochondrial import receptor subunit TOM70",0.14728897937745,0.024290794538154
"422","FNTA","Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha",0.147029000601655,0.019738199970503
"423","CPTP","Ceramide-1-phosphate transfer protein",0.147001832956507,0.0266522091028738
"424","ERP29","Endoplasmic reticulum resident protein 29",0.146763814524139,0.0483752330301492
"425","CD44","CD44 antigen",0.146757235951545,0.215779762841266
"426","QRSL1","Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial",0.146746951879431,0.122792278597137
"427","FARSA","Phenylalanine--tRNA ligase alpha subunit",0.146661532400783,0.00428262390873046
"428","COX5B","Cytochrome c oxidase subunit 5B, mitochondrial",0.146462440315126,0.129911062704953
"429","ABCB10","ATP-binding cassette sub-family B member 10, mitochondrial",0.146280513614869,0.277062290281117
"430","BORCS7","BLOC-1-related complex subunit 7",0.145990764860857,0.0426349709712569
"431","COG2","Conserved oligomeric Golgi complex subunit 2",0.145630244376232,0.21181595444663
"432","PTGES2","Prostaglandin E synthase 2",0.145481521178649,0.0477425925331588
"433","MRPL43","39S ribosomal protein L43, mitochondrial",0.145424886034533,0.156098452423245
"434","TRMT10C","tRNA methyltransferase 10 homolog C",0.145357914276682,0.0456159766416789
"435","ATP5PO","ATP synthase subunit O, mitochondrial",0.145023940883766,0.188269685770843
"436","RPS29","40S ribosomal protein S29",0.144508673418583,0.177664889427975
"437","GAA","Lysosomal alpha-glucosidase",0.144472652668552,0.0204489010965527
"438","MFN2","Mitofusin-2",0.14425041387892,0.025312767689464
"439","DNAJA2","DnaJ homolog subfamily A member 2",0.144224911937091,0.00366331545227026
"440","DECR1","2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial",0.14339747516652,0.231904129229953
"441","SLIRP","SRA stem-loop-interacting RNA-binding protein, mitochondrial",0.143298199838497,0.067000520927377
"442","SEPTIN11","Septin-11",0.143110839681077,0.0279112494977305
"443","TXN2","Thioredoxin, mitochondrial",0.143108508661577,0.152246354870072
"444","SIRT5","NAD-dependent protein deacylase sirtuin-5, mitochondrial",0.143029376190549,0.142385218122311
"445","DYNC1H1","Cytoplasmic dynein 1 heavy chain 1",0.14291864562246,0.000112166117326536
"446","LDHD","Probable D-lactate dehydrogenase, mitochondrial",0.142763116916326,0.148808037613455
"447","CLASP1","CLIP-associating protein 1",0.142691692866984,0.145970147564996
"448","HSP90B1","Endoplasmin",0.142628543808128,0.0050879497279264
"449","CCT6A","T-complex protein 1 subunit zeta",0.142578747011491,0.00685556155283886
"450","DYNLRB1","Dynein light chain roadblock-type 1",0.142487200576461,0.00722418512742858
"451","KCTD12","BTB/POZ domain-containing protein KCTD12",0.14230135984557,0.0479389955620257
"452","ATPAF2","ATP synthase mitochondrial F1 complex assembly factor 2",0.142147191088311,0.115155184388231
"453","MRPS7","28S ribosomal protein S7, mitochondrial",0.141951798702562,0.0862722226931883
"454","PNPLA6","Patatin-like phospholipase domain-containing protein 6",0.14125219505185,0.256839385147171
"455","MMAA","Methylmalonic aciduria type A protein, mitochondrial",0.1411204911371,0.226198774151107
"456","ACOT9","Acyl-coenzyme A thioesterase 9, mitochondrial",0.140786370261006,0.0229683680503126
"457","PPIB","Peptidyl-prolyl cis-trans isomerase B",0.140524974973047,0.0706063411482363
"458","RRAS2","Ras-related protein R-Ras2",0.140360500439362,0.140185247768674
"459","WDR82","WD repeat-containing protein 82",0.139852608094595,0.324154500015112
"460","GANAB","Neutral alpha-glucosidase AB",0.139608397372243,0.00307927114711224
"461","COX7A2L","Cytochrome c oxidase subunit 7A-related protein, mitochondrial",0.139456722660233,0.31468676072322
"462","TMED1","Transmembrane emp24 domain-containing protein 1",0.13916748055482,0.355240064974831
"463","COL3A1","Collagen alpha-1(III) chain",0.139040421968911,0.49523558411225
"464","CIAPIN1","Anamorsin",0.138978089399149,0.0589605818570708
"465","WASHC2C","WASH complex subunit 2C",0.138725091324435,0.268218535506429
"466","AUH","Methylglutaconyl-CoA hydratase, mitochondrial",0.138621396075457,0.203757014777684
"467","NIPSNAP3A","Protein NipSnap homolog 3A",0.138610275319744,0.0589605818570708
"468","TPMT","Thiopurine S-methyltransferase",0.138331467075169,0.0300461657215541
"469","MIEF1","MIEF1 upstream open reading frame protein",0.138289966214883,0.245504779807685
"470","ETFA","Electron transfer flavoprotein subunit alpha, mitochondrial",0.138088091753328,0.255012789621847
"471","ACSL3","Fatty acid CoA ligase Acsl3",0.137893189558586,0.00206833832228376
"472","PRDX5","Peroxiredoxin-5, mitochondrial",0.137842693504471,0.0850841225321874
"473","FUNDC2","FUN14 domain-containing protein 2",0.137719210396938,0.0713771884916104
"474","PPIA","Peptidyl-prolyl cis-trans isomerase A",0.137604132280362,0.0438372953369893
"475","ACYP2","Acylphosphatase-2",0.137541052717429,0.155368106299181
"476","SPRYD4","SPRY domain-containing protein 4",0.137504084451709,0.199829612756214
"477","PPFIA4","Liprin-alpha-4",0.137438886027491,0.304523218847617
"478","HSPD1","60 kDa heat shock protein, mitochondrial",0.137282330817388,0.0395672423628484
"479","DNM1L","Dynamin-1-like protein",0.136902039268623,0.0235842684204813
"480","PDP1","[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial",0.136848252811001,0.0467230412089098
"481","USP5","Ubiquitin carboxyl-terminal hydrolase 5",0.136809945695921,0.000944471413806251
"482","MRPS30","39S ribosomal protein S30, mitochondrial",0.136764145862216,0.208858326848643
"483","GPT2","Alanine aminotransferase 2",0.13665796737752,0.320694636604802
"484","TIMM50","Mitochondrial import inner membrane translocase subunit TIM50",0.136508060076798,0.0232897814109408
"485","ARL6IP5","PRA1 family protein 3",0.136461078226757,0.13490053642164
"486","CDV3","Protein CDV3 homolog",0.136420479200753,0.204540347332107
"487","MTARC2","Mitochondrial amidoxime reducing component 2",0.136154253286801,0.122792278597137
"488","CALR","Calreticulin",0.135958522223627,0.0171278573840422
"489","CTF1","Cardiotrophin-1",0.135712387515884,0.224886100463856
"490","CTSZ","Cathepsin Z",0.135573612457245,0.09034070705434
"491","LETM1","Mitochondrial proton/calcium exchanger protein",0.135520440676657,0.103548458970432
"492","EIF2B5","Translation initiation factor eIF-2B subunit epsilon",0.135478358737329,0.0209577928008769
"493","MCU","Calcium uniporter protein, mitochondrial",0.135453366597387,0.209206864701089
"494","YWHAQ","14-3-3 protein theta",0.135303604190952,0.0518665752208401
"495","CBX3","Chromobox protein homolog 3",0.134999227140048,0.0711446154336387
"496","FBLN5","Fibulin-5",0.134919787915738,0.203757014777684
"497","SPTAN1","Spectrin alpha chain, non-erythrocytic 1",0.134586298285392,0.00130247097744441
"498","DCXR","L-xylulose reductase",0.134451417683136,0.263446329659887
"499","PRKRA","Interferon-inducible double-stranded RNA-dependent protein kinase activator A",0.134125233466488,0.054453190255236
"500","ATP1A2","Sodium/potassium-transporting ATPase subunit alpha-2",0.134034682854844,0.0164295113453479
"501","BAX","Apoptosis regulator BAX",0.133831672696552,0.0343335395683918
"502","MAP4","Microtubule-associated protein 4",0.133788423130747,0.0153008967367318
"503","RPL3","60S ribosomal protein L3",0.13366679495935,0.222875385228456
"504","NDRG3","Protein NDRG3",0.133457717308795,0.174326255259652
"505","IDE","Insulin-degrading enzyme",0.133419673322381,0.0454257559490851
"506","AHNAK","Neuroblast differentiation-associated protein AHNAK",0.133051769360691,0.0130932913520325
"507","DNAJC21","DnaJ homolog subfamily C member 21",0.132632980307735,0.175358564419894
"508","TPD52L1","Tumor protein D53",0.13248575750508,0.21181595444663
"509","TIGAR","Fructose-2,6-bisphosphatase TIGAR",0.132364578146742,0.347737803305528
"510","TUFM","Elongation factor Tu, mitochondrial",0.13221032468951,0.131515425514775
"511","SEC31A","Protein transport protein Sec31A",0.132066152904654,0.0589605818570708
"512","PNPT1","Polyribonucleotide nucleotidyltransferase 1, mitochondrial",0.132007397833574,0.0343335395683918
"513","SERPINB1","Leukocyte elastase inhibitor",0.131944431471986,0.0318145326183554
"514","OBSCN","Obscurin",0.131860613408227,0.0975700688412984
"515","ARMC1","Armadillo repeat-containing protein 1",0.131668671920639,0.0430787702681534
"516","LGALS1","Galectin-1",0.131578338012325,0.112876440624901
"517","G6PD","Glucose-6-phosphate 1-dehydrogenase",0.131567513704876,0.317948000559152
"518","CALD1","Caldesmon",0.131563707772786,0.0844211931956289
"519","DYSF","Dysferlin",0.131431341251778,0.0426349709712569
"520","MTRF1L","Peptide chain release factor 1-like, mitochondrial",0.131328778090394,0.267244053330918
"521","PRDX3","Thioredoxin-dependent peroxide reductase, mitochondrial",0.13129343631206,0.0480598696039796
"522","STAT1","Signal transducer and activator of transcription 1-alpha/beta",0.131151473284746,0.10283767822135
"523","NDUFS4","NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",0.130966884092144,0.141850195538145
